,Community District,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
449,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Trader Joe's,40.716003499114976,-73.98679461103265,Grocery Store
450,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Barrio Chino,40.71806907300437,-73.98997500332688,Mexican Restaurant
451,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Post,40.72290131939493,-73.9828461537554,Breakfast Spot
452,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Antler Beer and Wine Dispensary,40.71969482573157,-73.9902510369686,Bar
453,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,MooShoes NYC,40.71786084384097,-73.99037749508857,Shoe Store
454,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Orchard Grocer,40.71784735323789,-73.99035763050085,Vegetarian / Vegan Restaurant
455,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Doughnut Plant,40.716303,-73.988579,Donut Shop
456,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Wild Project,40.722944108887184,-73.98331875983915,Theater
457,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Zest,40.71803583721071,-73.98986733497588,Sushi Restaurant
458,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Book Club,40.722916,-73.98328,Bookstore
459,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Petee's Pie Company,40.719087,-73.990862,Pie Shop
460,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Empanada Mama,40.71874733345848,-73.99067147009795,Empanada Restaurant
461,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Cafe Himalaya,40.72292343716467,-73.9882931538336,Himalayan Restaurant
462,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Cafe Katja,40.71772249773717,-73.9904973426323,Austrian Restaurant
463,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Lucien,40.723329,-73.988071,French Restaurant
464,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Dudley's,40.718053,-73.990353,Australian Restaurant
465,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Las’ Lap,40.717690463104404,-73.99043516357852,Bar
466,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,The Pickle Guys,40.716567980864525,-73.9889929963776,Gourmet Shop
467,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Fonda,40.72285693727286,-73.98290554905087,Mexican Restaurant
468,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Kossar's Bialys,40.7164,-73.9888,Bagel Shop
469,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,bibi,40.72378703134906,-73.98368533162001,Wine Bar
470,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Lil' Frankie's,40.723444771266365,-73.9883282856349,Italian Restaurant
471,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Nuyorican Poets Cafe,40.7221253176312,-73.98172401003714,Theater
472,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Jadis,40.72093779022683,-73.99107143734521,Wine Bar
473,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Van Da,40.7234773175416,-73.98301551645042,Vietnamese Restaurant
474,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Soft Swerve Ice Cream,40.718086955112945,-73.991021414639,Ice Cream Shop
475,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Exit 9 Gift Emporium,40.72392691626546,-73.98523696178921,Gift Shop
476,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,KC Gourmet Empanadas,40.722843,-73.982924,Empanada Restaurant
477,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,V-Nam Cafe,40.723534,-73.988101,Vietnamese Restaurant
478,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Lamia’s Fish Market,40.722989,-73.982722,Seafood Restaurant
479,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Old Man Hustle,40.71616255673685,-73.98935118294928,Bar
480,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Beer Fridge,40.71621795572356,-73.98930833789832,Beer Store
481,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Poco,40.7225107,-73.9829025,Tapas Restaurant
482,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,East Village Finest Deli,40.72324187988243,-73.98261748322828,Restaurant
483,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Gnoccheria by Luzzo's,40.72345580148617,-73.98287251475887,Italian Restaurant
484,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Mashbill Wine & Spirits,40.721316720473894,-73.98087544985937,Wine Shop
485,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,La Flaca NYC,40.71616346600498,-73.98739141793843,Mexican Restaurant
486,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Bedlam,40.72186578600761,-73.98048518308426,Nightclub
487,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,Saluggi's East,40.716066477668114,-73.98732861001787,Sports Bar
488,Lower East Side and Chinatown,40.71959179141194,-73.98555057311661,New York Grill & Deli,40.71844471953229,-73.98288777721946,Deli / Bodega
489,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Brooklyn Fare,40.75613,-73.996614,Supermarket
490,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Sergimmo Salumeria,40.754388185280874,-73.99564194904139,Italian Restaurant
491,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Chef's Table At Brooklyn Fare,40.75602376620261,-73.99636631297123,American Restaurant
492,Clinton and Chelsea,40.75541189259155,-73.99753252914337,TITLE Boxing Club NYC - Midtown West,40.75636043759353,-73.99731271933179,Gym / Fitness Center
493,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Baryshnikov Arts Center,40.7562834864242,-73.99718114055341,Theater
494,Clinton and Chelsea,40.75541189259155,-73.99753252914337,DiMenna Center for Classical Music,40.75632282156117,-73.99719159820236,Music School
495,Clinton and Chelsea,40.75541189259155,-73.99753252914337,B&H Photo Video,40.75327707821823,-73.9964696920619,Camera Store
496,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Chirp,40.7533765410883,-73.99611647747534,Peruvian Restaurant
497,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Mark Fisher Fitness - Ninja Clubhouse,40.75683627951094,-73.99471875886772,Gym / Fitness Center
498,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Muji,40.7538399579729,-73.99995618289434,Furniture / Home Store
499,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Farida,40.755721641233336,-73.99462746829839,Caucasian Restaurant
500,Clinton and Chelsea,40.75541189259155,-73.99753252914337,505W37,40.75690858825211,-73.99800734510892,Residential Building (Apartment / Condo)
501,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Bella Abzug Park,40.75557964275589,-74.00034427642822,Park
502,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Four Points by Sheraton Manhattan Midtown West,40.754998,-73.998427,Hotel
503,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Avant Gallery,40.753879,-74.000116,Art Gallery
504,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Ada’s Place,40.757646,-73.997997,Cocktail Bar
505,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Fly Fitness NYC,40.7540702819824,-73.9945068359375,Gym / Fitness Center
506,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Old Country Coffee,40.75437106839111,-73.99872690610927,Café
507,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Last Rites Tattoo Theatre and Art Gallery,40.75528497842054,-73.99282094351608,Art Gallery
508,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Music Choice,40.75263233072513,-73.9945851381405,Music Venue
509,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Bluestone Lane,40.7520681,-73.9988477,Coffee Shop
510,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Il Punto Ristorante,40.75607945804827,-73.9945936203003,Italian Restaurant
511,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Sam Ash Music,40.75286219197526,-73.99511420809027,Music Store
512,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Odyssey Wine & Spirits,40.75691333878634,-73.99756465578261,Wine Shop
513,Clinton and Chelsea,40.75541189259155,-73.99753252914337,505W37 Gym,40.75727530635666,-73.99779701418834,Gym
514,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Thai Select,40.754867,-73.995007,Thai Restaurant
515,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Capizzi,40.757312071957266,-73.99346864470768,Pizza Place
516,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Manhattan Aquariums,40.757028811341804,-73.99908532443791,Pet Store
517,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Terra Market,40.75686356881963,-73.9937370791919,Organic Grocery
518,Clinton and Chelsea,40.75541189259155,-73.99753252914337,The Vessel,40.75399636158353,-74.00225400924683,Public Art
519,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Clyde Frazier's Wine and Dine,40.756604,-73.997824,Bar
520,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Legacy Records,40.757565,-73.9981106,American Restaurant
521,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Hudson Yards Public Square and Gardens,40.754214274511845,-74.00206089019774,Pedestrian Plaza
522,Clinton and Chelsea,40.75541189259155,-73.99753252914337,The Tank,40.75359586395872,-73.99338763824774,Indie Theater
523,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Distrikt Hotel,40.75670714599083,-73.99287335653906,Hotel
524,Clinton and Chelsea,40.75541189259155,-73.99753252914337,TRYP By Wyndham Times Square South,40.7536447919699,-73.99466008737355,Hotel
525,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Sea Breeze Fish Market,40.75717683936692,-73.99351769091956,Seafood Restaurant
526,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Smash Studios NYC,40.753744192439534,-73.99290629754076,Music Venue
527,Clinton and Chelsea,40.75541189259155,-73.99753252914337,The Victory,40.75927433585485,-73.99646791200374,Building
528,Clinton and Chelsea,40.75541189259155,-73.99753252914337,"Homewood Suites by Hilton New York/Midtown Manhattan Times Square-South, NY",40.754248815423246,-73.99307548999786,Hotel
529,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Equinox Hotel - Hudson Yards,40.75476750382056,-74.00198636679534,Hotel
530,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Pershing Square Signature Theater,40.7592276,-73.9952319,Theater
531,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Manhattan Home Design,40.75537994,-73.9926958,Furniture / Home Store
532,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Casa Nonna,40.7549995,-73.9927853,Italian Restaurant
533,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Crossfit Hell's Kitchen,40.75385542742043,-73.99338177687183,Gym
534,Clinton and Chelsea,40.75541189259155,-73.99753252914337,sweetgreen,40.7525552,-74.0012429,Salad Place
535,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Taco Bell Cantina,40.75298858903024,-73.9929354812896,Fast Food Restaurant
536,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Culture 307,40.75499461074881,-73.99223059963106,Coffee Shop
537,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,40.75225361544414,-73.99506124287194,Hotel
538,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Orange Theory Fitness,40.75452567938067,-73.9929757879358,Gym
539,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Joel Salsa NY,40.75331376823296,-73.9927203963131,Dance Studio
540,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Equinox® at M Club,40.75920115265559,-73.99508032030828,Gym / Fitness Center
541,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Piel Canela Dancers,40.75308264674105,-73.99279678677793,Dance Studio
542,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Cassa Hotel Times Square,40.75624733,-73.99393083,Hotel
543,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Banana Skirt Productions,40.75312396158932,-73.99279318487248,Dance Studio
544,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Stage 42,40.758866974859906,-73.9938772234132,Theater
545,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Scallywag's Bar & Grill,40.75620883350506,-73.99427205230263,Pub
546,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Rustic Table,40.759754,-73.996013,Café
547,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Kee's Chocolate,40.755877169907684,-73.9921730601785,Dessert Shop
548,Clinton and Chelsea,40.75541189259155,-73.99753252914337,YOTEL New York,40.759171152139054,-73.99526845262133,Hotel
549,Clinton and Chelsea,40.75541189259155,-73.99753252914337,yotel galley,40.759181749320184,-73.99551339388837,Hotel Bar
550,Clinton and Chelsea,40.75541189259155,-73.99753252914337,SoulCycle Hudson Yards,40.7544598,-74.0023304,Cycle Studio
551,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Pearl Studios,40.75314083576866,-73.99282594888213,Dance Studio
552,Clinton and Chelsea,40.75541189259155,-73.99753252914337,AntiGravity® Aerial Yoga NYC Headquarters,40.75409747716685,-73.99194695371443,Yoga Studio
553,Clinton and Chelsea,40.75541189259155,-73.99753252914337,M Club at MiMA,40.75882771990531,-73.9948342220298,Lounge
554,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Astro Dog Run,40.75808111019388,-73.9970210180508,Dog Run
555,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Yotel - Rooftop Cinema Club,40.759429476399106,-73.99504653708904,Movie Theater
556,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Mercado Little Spain,40.75274001731029,-74.00183575101391,Food Court
557,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Pod Times Square,40.75821446509751,-73.99315501347948,Hotel
558,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Shake Shack,40.75403677919727,-74.00215884509286,Burger Joint
559,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Spanish Diner,40.752393791941095,-74.00149098026591,Spanish Restaurant
560,Clinton and Chelsea,40.75541189259155,-73.99753252914337,The Spur on the High Line,40.752051,-74.000987,Park
561,Clinton and Chelsea,40.75541189259155,-73.99753252914337,The Alice Griffin Jewel Box Theatre,40.75946288301485,-73.99518523786081,Theater
562,Clinton and Chelsea,40.75541189259155,-73.99753252914337,CVS pharmacy,40.75207144056197,-73.993602233955,Pharmacy
563,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Rattle N Hum West,40.7554696,-73.9917566,Bar
564,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Wyndham New Yorker,40.75259643598074,-73.99364588566934,Hotel
565,Clinton and Chelsea,40.75541189259155,-73.99753252914337,East & West,40.759045,-73.994948,Restaurant
566,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Social Drink and Food,40.75944805431904,-73.99521271484446,Cocktail Bar
567,Clinton and Chelsea,40.75541189259155,-73.99753252914337,The Terrace at Yotel,40.75946227252865,-73.99518392488254,Roof Deck
568,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Green Room 42,40.759448299371336,-73.99508257493542,Performing Arts Venue
569,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Cachet Boutique Hotel,40.759773,-73.99646,Hotel
570,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Four at Yotel,40.75947568065456,-73.99521978483592,Nightclub
571,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Jake's,40.75795364379883,-74.0022964477539,American Restaurant
572,Clinton and Chelsea,40.75541189259155,-73.99753252914337,Big George's Smokehouse,40.75795364379883,-74.0022964477539,BBQ Joint
573,Midtown,40.752272108403496,-73.98405773641976,Bryant Park,40.753621,-73.983265,Park
574,Midtown,40.752272108403496,-73.98405773641976,Books Kinokuniya,40.75405320187223,-73.98464945969599,Bookstore
575,Midtown,40.752272108403496,-73.98405773641976,Blue Bottle Coffee,40.753027,-73.98414,Coffee Shop
576,Midtown,40.752272108403496,-73.98405773641976,Culture Espresso,40.75205035222742,-73.98567527532578,Coffee Shop
577,Midtown,40.752272108403496,-73.98405773641976,Maison Kayser,40.752361229901794,-73.98262560367584,Bakery
578,Midtown,40.752272108403496,-73.98405773641976,MUJI,40.75247095108687,-73.98134887218475,Miscellaneous Shop
579,Midtown,40.752272108403496,-73.98405773641976,The Training Lab,40.75102205520973,-73.98470905307101,Gym / Fitness Center
580,Midtown,40.752272108403496,-73.98405773641976,New York Public Library Terrace,40.75301665207755,-73.98147986022437,Plaza
581,Midtown,40.752272108403496,-73.98405773641976,Elite Plus MMA,40.751497,-73.984592,Martial Arts Dojo
582,Midtown,40.752272108403496,-73.98405773641976,Chick-fil-A,40.7517232,-73.9860817,Fast Food Restaurant
583,Midtown,40.752272108403496,-73.98405773641976,DiSO's Italian Sandwich Society,40.754148742327594,-73.98449223708757,Food Truck
584,Midtown,40.752272108403496,-73.98405773641976,The Picnic Basket,40.751681468779594,-73.98619604276277,Sandwich Place
585,Midtown,40.752272108403496,-73.98405773641976,"The Langham, New York, Fifth Avenue",40.7501438,-73.9835325,Hotel
586,Midtown,40.752272108403496,-73.98405773641976,Five Guys,40.75186898405478,-73.98599395904462,Burger Joint
587,Midtown,40.752272108403496,-73.98405773641976,Joe Coffee Company,40.75346110080176,-73.98430720572264,Coffee Shop
588,Midtown,40.752272108403496,-73.98405773641976,Lady M Cake Boutique,40.752818400311845,-73.98358047008514,Bakery
589,Midtown,40.752272108403496,-73.98405773641976,Whole Foods Market,40.75450746689136,-73.98429874954766,Grocery Store
590,Midtown,40.752272108403496,-73.98405773641976,Hair Styling by Joseph,40.75081188002566,-73.98204417955274,Salon / Barbershop
591,Midtown,40.752272108403496,-73.98405773641976,Keens Steakhouse,40.75090461475,-73.98647049353067,Steakhouse
592,Midtown,40.752272108403496,-73.98405773641976,Astro Gallery of Gems,40.7508821231015,-73.98284472528431,Jewelry Store
593,Midtown,40.752272108403496,-73.98405773641976,L'ADRESSE,40.753765991448375,-73.98509625680835,Café
594,Midtown,40.752272108403496,-73.98405773641976,SoulCycle Bryant Park,40.75442098671884,-73.98518696018371,Cycle Studio
595,Midtown,40.752272108403496,-73.98405773641976,Alidoro,40.751171895559835,-73.98110662502059,Sandwich Place
596,Midtown,40.752272108403496,-73.98405773641976,Omar's Mediterranean Cuisine,40.750943,-73.98102,Mediterranean Restaurant
597,Midtown,40.752272108403496,-73.98405773641976,Breads Bakery - Bryant Park Kiosk,40.7545583,-73.9839498,Bakery
598,Midtown,40.752272108403496,-73.98405773641976,Dig Inn,40.7534346,-73.9874286,American Restaurant
599,Midtown,40.752272108403496,-73.98405773641976,Andaz 5th Avenue - a concept by Hyatt,40.75282904501203,-73.98094169367391,Hotel
600,Midtown,40.752272108403496,-73.98405773641976,Joanna Vargas Skin Care,40.753136,-73.980721,Spa
601,Midtown,40.752272108403496,-73.98405773641976,Step Up Skin Laser,40.7511814,-73.98215979999999,Health & Beauty Service
602,Midtown,40.752272108403496,-73.98405773641976,CAVA,40.7541862,-73.9819133,Mediterranean Restaurant
603,Midtown,40.752272108403496,-73.98405773641976,The Bar Downstairs and Kitchen,40.752891619188674,-73.98130764411556,Cocktail Bar
604,Midtown,40.752272108403496,-73.98405773641976,Stone Bridge Pizza & Salad,40.752585764935624,-73.98045903500676,Pizza Place
605,Midtown,40.752272108403496,-73.98405773641976,Café China,40.7499796904135,-73.98223427700086,Chinese Restaurant
606,Midtown,40.752272108403496,-73.98405773641976,Nat Sherman Townhouse,40.75328314637699,-73.98035765297013,Smoke Shop
607,Midtown,40.752272108403496,-73.98405773641976,Sunrise Mart,40.75261253559183,-73.98071412764527,Gourmet Shop
608,Midtown,40.752272108403496,-73.98405773641976,Izakaya MEW,40.750145083699266,-73.98639033818998,Japanese Restaurant
609,Midtown,40.752272108403496,-73.98405773641976,Shake Shack,40.75125311310451,-73.98762983461616,Burger Joint
610,Midtown,40.752272108403496,-73.98405773641976,Wafels & Dinges,40.75457551714211,-73.98405032576706,Food Stand
611,Midtown,40.752272108403496,-73.98405773641976,CVS pharmacy,40.754265828157784,-73.9867415994216,Pharmacy
612,Midtown,40.752272108403496,-73.98405773641976,Coban's Muay Thai Camp,40.75035504918938,-73.9815537946694,Martial Arts Dojo
613,Midtown,40.752272108403496,-73.98405773641976,Juice Generation,40.753557887145924,-73.98712390481637,Juice Bar
614,Midtown,40.752272108403496,-73.98405773641976,Tonchin,40.7501181574078,-73.98465198548409,Ramen Restaurant
615,Midtown,40.752272108403496,-73.98405773641976,Fine & Rare,40.75001639767164,-73.98235629921271,New American Restaurant
616,Midtown,40.752272108403496,-73.98405773641976,Joe's Pizza,40.75467949999999,-73.9870291,Pizza Place
617,Midtown,40.752272108403496,-73.98405773641976,COS,40.75367837580188,-73.98068597476947,Clothing Store
618,Midtown,40.752272108403496,-73.98405773641976,Cho Dang Gol,40.750158472609044,-73.986438204421,Korean Restaurant
619,Midtown,40.752272108403496,-73.98405773641976,Crunch Fitness - 38th Street,40.7527285,-73.98757789999999,Gym / Fitness Center
620,Midtown,40.752272108403496,-73.98405773641976,Yoon Haeundae Galbi,40.75002471039525,-73.98442243485513,Korean Restaurant
621,Midtown,40.752272108403496,-73.98405773641976,OOTOYA 大戸屋 (OOTOYA),40.75497346338808,-73.98610346565407,Japanese Restaurant
622,Midtown,40.752272108403496,-73.98405773641976,Café Zaiya,40.752295,-73.980433,Japanese Restaurant
623,Midtown,40.752272108403496,-73.98405773641976,Black Lapel,40.75057106015481,-73.98171374209626,Tailor Shop
624,Midtown,40.752272108403496,-73.98405773641976,Ease NY,40.75259809537069,-73.98050739684439,Massage Studio
625,Midtown,40.752272108403496,-73.98405773641976,The Morgan Library & Museum,40.74930521896097,-73.9814293384552,Museum
626,Midtown,40.752272108403496,-73.98405773641976,Everybody Fights,40.75208707773447,-73.97944973218665,Boxing Gym
627,Midtown,40.752272108403496,-73.98405773641976,Xi’an Famous Foods,40.754969,-73.982497,Chinese Restaurant
628,Midtown,40.752272108403496,-73.98405773641976,Dig Inn,40.7511757,-73.9800156,American Restaurant
629,Midtown,40.752272108403496,-73.98405773641976,Wafels & Dinges Cabana,40.750411830144486,-73.98765539816003,Snack Place
630,Midtown,40.752272108403496,-73.98405773641976,Balade,40.752434,-73.98074,Middle Eastern Restaurant
631,Midtown,40.752272108403496,-73.98405773641976,Taylor St. Baristas,40.75141927853027,-73.97976770103656,Coffee Shop
632,Midtown,40.752272108403496,-73.98405773641976,Zuma New York,40.75052689410716,-73.980782390213,Japanese Restaurant
633,Midtown,40.752272108403496,-73.98405773641976,Lush,40.74928083533018,-73.98710757493973,Cosmetics Shop
634,Midtown,40.752272108403496,-73.98405773641976,Park Avenue Liquor Shop,40.75100901505769,-73.9806977532793,Liquor Store
635,Midtown,40.752272108403496,-73.98405773641976,The Raines Law Room at The William,40.750487,-73.980146,Speakeasy
636,Midtown,40.752272108403496,-73.98405773641976,Bluestone Lane,40.75546978066122,-73.98317793248884,Coffee Shop
637,Midtown,40.752272108403496,-73.98405773641976,Empire State Building,40.7485995507123,-73.98580648682452,Building
638,Midtown,40.752272108403496,-73.98405773641976,Midtown Comics,40.754818541879985,-73.98796989487633,Comic Shop
639,Midtown,40.752272108403496,-73.98405773641976,Equinox East 43rd Street,40.754089,-73.9799,Gym
640,Midtown,40.752272108403496,-73.98405773641976,CAVA,40.7514214,-73.9805145,Mediterranean Restaurant
641,Midtown,40.752272108403496,-73.98405773641976,Panera Bread,40.751879,-73.982348,Bakery
642,Midtown,40.752272108403496,-73.98405773641976,Stephen Sondheim Theatre,40.75611637666966,-73.98492674697991,Theater
643,Midtown,40.752272108403496,-73.98405773641976,Fields Good Chicken,40.751193,-73.979729,Restaurant
644,Midtown,40.752272108403496,-73.98405773641976,Benjamin Steakhouse,40.75183650705145,-73.97901046365405,Steakhouse
645,Midtown,40.752272108403496,-73.98405773641976,Sofitel New York,40.75578722233005,-73.98176215591775,Hotel
646,Midtown,40.752272108403496,-73.98405773641976,Victoria's Secret,40.74974546195204,-73.9876925849524,Lingerie Store
647,Midtown,40.752272108403496,-73.98405773641976,The Ginger Man,40.749354555307214,-73.98279347884746,Bar
648,Midtown,40.752272108403496,-73.98405773641976,The William,40.7506733156513,-73.9800774301285,Hotel
649,Midtown,40.752272108403496,-73.98405773641976,MSK Cycle For Survival,40.753973603231486,-73.98017667861575,Gym / Fitness Center
650,Midtown,40.752272108403496,-73.98405773641976,86th Floor Observation Deck,40.74844544481811,-73.98568124187432,Scenic Lookout
651,Midtown,40.752272108403496,-73.98405773641976,Strip House,40.755298209282735,-73.98068987647997,Steakhouse
652,Midtown,40.752272108403496,-73.98405773641976,Belasco Theatre,40.7565480793502,-73.98392286690733,Theater
653,Midtown,40.752272108403496,-73.98405773641976,Xi'an Famous Foods,40.74816543859803,-73.9840025346209,Chinese Restaurant
654,Midtown,40.752272108403496,-73.98405773641976,Zara,40.753584024770404,-73.9811192950084,Clothing Store
655,Midtown,40.752272108403496,-73.98405773641976,Alterations.com Sewing and Alterations,40.7541602,-73.9797975,Tailor Shop
656,Midtown,40.752272108403496,-73.98405773641976,Harvard Club of New York City,40.755484615334794,-73.98150167104264,Historic Site
657,Midtown,40.752272108403496,-73.98405773641976,Noy Skincare,40.75278772163461,-73.97914235272162,Spa
658,Midtown,40.752272108403496,-73.98405773641976,Piccolo Cafe,40.749868248594524,-73.98146694599146,Italian Restaurant
659,Midtown,40.752272108403496,-73.98405773641976,The Counter,40.755227992880755,-73.98674681653998,Burger Joint
660,Midtown,40.752272108403496,-73.98405773641976,Pret A Manger,40.754011880656904,-73.9820179252145,Sandwich Place
661,Midtown,40.752272108403496,-73.98405773641976,SEPHORA,40.75296717525616,-73.98007094123898,Cosmetics Shop
662,Midtown,40.752272108403496,-73.98405773641976,102nd Floor Observatory,40.748464523271515,-73.98565349535549,Scenic Lookout
663,Midtown,40.752272108403496,-73.98405773641976,The Shakespeare,40.75051219751051,-73.98022770881653,Gastropub
664,Midtown,40.752272108403496,-73.98405773641976,Sophie's Cuban Cuisine,40.75592705154851,-73.98059774245192,Cuban Restaurant
665,Midtown,40.752272108403496,-73.98405773641976,Macy's,40.750571864566616,-73.98872764725327,Department Store
666,Midtown,40.752272108403496,-73.98405773641976,Blue Bottle Coffee,40.75218,-73.97824,Coffee Shop
667,Midtown,40.752272108403496,-73.98405773641976,MOXY NYC Times Square,40.7523884,-73.9893843,Hotel
668,Midtown,40.752272108403496,-73.98405773641976,The Chatwal,40.75651831715797,-73.98460172116756,Hotel
669,Midtown,40.752272108403496,-73.98405773641976,Potbelly Sandwich Shop,40.751218580049,-73.9789338191635,Sandwich Place
670,Midtown,40.752272108403496,-73.98405773641976,"The Algonquin Hotel, Autograph Collection",40.7559927,-73.9823172,Hotel
671,Midtown,40.752272108403496,-73.98405773641976,Lot Less Closeouts,40.75510831497284,-73.98865355913347,Discount Store
672,Midtown,40.752272108403496,-73.98405773641976,Chick-fil-A,40.752519,-73.9789868,Fast Food Restaurant
673,Stuyvesant Town and Turtle Bay,40.744667117251645,-73.9745819821693,Garlic New York Pizza Bar,40.745068175947466,-73.97566605746329,Pizza Place
674,Stuyvesant Town and Turtle Bay,40.744667117251645,-73.9745819821693,Bread & Butter,40.743550007350464,-73.97305016181384,Convenience Store
675,Stuyvesant Town and Turtle Bay,40.744667117251645,-73.9745819821693,Crunch Fitness - 34th Street,40.74503265187938,-73.97710514599794,Gym / Fitness Center
676,Stuyvesant Town and Turtle Bay,40.744667117251645,-73.9745819821693,Manhattan Place Health Club,40.74515330979293,-73.97250108871965,Gym
